event_id|time|elapsed|dev|rts|seq|L|S|M|port|cancel|fanout|send_event_id|type
1189|4.0|0.0|n_14_10|1|1189|[]|{"lastFlipTime": 0.65272, "spins": [1, -1, -1, 1, -1], "spin": 1, "rts": 1, "rng": 753169796, "times": [2.39363, 2.74735, 3.27864, 4.11357, 3.10925]}||in|||1187|recv
608|1.0|0.0|n_13_12|0|608|[]|{"lastFlipTime": 0.138071, "spins": [-1, 1, 1, -1, 1], "rng": 1061351552, "times": [1.53597, 1.30978, 1.67608, 0.209222, 0.656731], "spin": -1}||in|||607|recv
308|0.0|0.0|n_3_10|0|308|[]|{"spins": [1, 1, 1, -1, 1], "rng": 1914664462, "times": [0.807902, 1.10507, 0.300049, 5.0733, 2.40271], "spin": 1}||in|||307|recv
237|0.0|0.0|n_1_4|0|237|[]|{"spins": [1, 1, 1, -1, 1], "rng": 2928619696, "times": [0.382913, 0.932686, 0.314581, 0.306229, 1.65688], "spin": 1}||||||init
485|0.0|0.0|n_13_8|0|485|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 2182703331, "times": [0.67688, 0.426113, 0.16284, 2.17439, 0.868576], "spin": -1}||in|||482|recv
884|2.0|0.0|n_4_7|0|884|[]|{"lastFlipTime": 0.290857, "spins": [-1, -1, -1, -1, -1], "rng": 932507167, "times": [1.81818, 0.561234, 0.988281, 0.662919, 0.860635], "spin": -1}||in|||882|recv
710|1.0|0.0|n_15_8|1|710|[]|{"lastFlipTime": 0.0238769, "spins": [-1, -1, 1, -1, 1], "spin": -1, "rts": 1, "rng": 3219223700, "times": [0.312181, 0.659376, 1.6248, 1.22222, 1.28032]}||in|||707|recv
881|2.0|0.0|n_15_3|1|881|[]|{"spins": [1, -1, 1, 1, 1], "rng": 2867043468, "times": [0.404163, 0.424253, 1.72655, 0.702212, 1.29622], "spin": 1, "rts": 1}||in|||877|recv
941|2.0|0.0|n_0_14|0|941|[]|{"lastFlipTime": 0.020688, "spins": [-1, 1, 1, -1, -1], "rng": 881203967, "times": [1.6046, 1.26091, 2.26939, 2.09837, 0.344294], "spin": -1}||in|||937|recv
957|3.0|0.0|n_6_3|0|957|[]|{"lastFlipTime": 0.602701, "spins": [1, 1, -1, -1, 1], "rng": 1080461413, "times": [2.23429, 1.59683, 3.53088, 1.60511, 0.865735], "spin": 1}|{"spin": 1, "time": 2.23429}|out|True|1||send
149|0.0|0.0|n_6_2|1|149|[]|{"spins": [-1, 1, -1, -1, 1], "rng": 2780994125, "times": [0.434636, 2.92738, 1.44413, 0.602701, 2.35909], "spin": -1, "rts": 1}||||||init
59|0.0|0.0|n_12_11|0|59|[]|{"spins": [1, -1, 1, 1, 1], "rng": 3166366791, "times": [0.304859, 0.140808, 1.30978, 0.656731, 2.45935], "spin": 1}||||||init
1031|3.0|0.0|n_5_1|0|1031|[]|{"lastFlipTime": 0.341438, "spins": [-1, 1, 1, 1, 1], "rng": 241366628, "times": [3.22032, 0.982637, 2.92738, 2.35909, 2.08208], "spin": -1}||in|||1027|recv
1179|4.0|0.0|n_6_13|0|1179|[]|{"spins": [-1, -1, -1, -1, 1], "rng": 1695142080, "times": [1.19177, 1.66142, 0.657243, 2.10339, 4.88399], "spin": -1}||in|||1177|recv
774|2.0|0.0|n_10_9|1|774|[]|{"spins": [-1, -1, -1, -1, -1], "rng": 2105671696, "times": [0.712809, 1.05782, 1.74988, 0.839262, 1.09915], "spin": -1, "rts": 1}||in|||772|recv
231|0.0|0.0|n_15_12|0|231|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 1049764767, "times": [1.40888, 1.90366, 0.194286, 0.148708, 0.292212], "spin": -1}||||||init
913|2.0|0.0|n_8_9|0|913|[]|{"spins": [-1, 1, -1, -1, 1], "rng": 697250257, "times": [1.81805, 0.332555, 1.09915, 1.73214, 0.851874], "spin": -1}||in|||912|recv
720|1.0|0.0|n_1_5|0|720|[]|{"spins": [-1, 1, 1, 1, -1], "rng": 3162033788, "times": [0.306229, 0.382913, 0.933034, 0.228866, 1.08052], "spin": -1}||in|||717|recv
980|3.0|0.0|n_15_4|0|980|[]|{"lastFlipTime": 0.185638, "spins": [1, 1, 1, -1, -1], "rng": 2562209524, "times": [0.702212, 0.742829, 1.65688, 0.642356, 0.84423], "spin": 1}||in|||977|recv
655|1.0|0.0|n_10_15|0|655|[]|{"spins": [1, -1, -1, -1, 1], "rng": 1852612738, "times": [0.840847, 6.57664, 2.99309, 0.517033, 0.628775], "spin": 1}||in|||652|recv
1051|3.0|0.0|n_13_1|0|1051|[]|{"spins": [-1, -1, 1, 1, 1], "rng": 368304652, "times": [3.18347, 1.34615, 3.0035, 1.61473, 2.38793], "spin": -1}||in|||1047|recv
436|0.0|0.0|n_4_15|1|436|[]|{"spins": [-1, 1, -1, 1, -1], "rng": 1288948800, "times": [1.20362, 5.13255, 2.37178, 1.47701, 1.30138], "spin": -1, "rts": 1}||in|||432|recv
1094|3.0|0.0|n_5_15|0|1094|[]|{"lastFlipTime": 0.555115, "spins": [-1, 1, -1, 1, 1], "rng": 698219097, "times": [2.37178, 2.04019, 0.918344, 1.92624, 1.81767], "spin": -1}||in|||1092|recv
709|1.0|0.0|n_13_8|1|709|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 2182703331, "times": [0.67688, 1.36924, 1.28032, 2.17439, 0.868576], "spin": -1, "rts": 1}||in|||707|recv
372|0.0|0.0|n_8_14|0|372|[]|{"lastFlipTime": 0.0677639, "spins": [-1, -1, -1, 1, 1], "rng": 1999324817, "times": [0.832398, 0.180547, 1.00677, 2.06096, 0.225097], "spin": -1}|{"spin": 4294967295, "time": 0.832398}|out|True|1||send
647|1.0|0.0|n_0_12|0|647|[]|{"lastFlipTime": 0.430593, "spins": [1, -1, 1, -1, -1], "rng": 457897510, "times": [2.66915, 0.861376, 1.52188, 0.641938, 1.40888], "spin": 1}|{"spin": 1, "time": 2.66915}|out|True|1||send
391|0.0|0.0|n_4_13|0|391|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 538882527, "times": [2.0757, 2.84589, 4.88399, 5.13255, 0.374498], "spin": -1}||in|||387|recv
441|0.0|0.0|n_6_1|0|441|[]|{"spins": [1, 1, 1, 1, 1], "rng": 229939838, "times": [2.92738, 1.42217, 0.331691, 1.59683, 0.341438], "spin": 1}||in|||437|recv
198|0.0|0.0|n_0_11|0|198|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 1814967916, "times": [0.861376, 0.425861, 1.70049, 0.194286, 1.90366], "spin": -1}||||||init
1255|4.0|0.0|n_3_15|1|1255|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 1168899335, "times": [1.30138, 1.96903, 1.81767, 1.37194, 2.10714], "spin": -1, "rts": 1}||in|||1252|recv
11|0.0|0.0|n_10_10|0|11|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 1855551931, "times": [0.839262, 0.712809, 0.880313, 1.4151, 1.51876], "spin": -1}||||||init
718|1.0|0.0|n_2_6|0|718|[]|{"spins": [1, 1, -1, -1, 1], "rng": 1730325499, "times": [0.924206, 0.933034, 2.82, 0.47047, 0.228866], "spin": 1}||in|||717|recv
89|0.0|0.0|n_3_6|0|89|[]|{"spins": [-1, 1, -1, -1, 1], "rng": 256004462, "times": [2.82, 0.0814609, 0.19043, 0.449407, 0.0150718], "spin": -1}||||||init
663|1.0|0.0|n_6_6|0|663|[]|{"spins": [1, 1, 1, 1, -1], "rng": 1805431290, "times": [1.09502, 4.20325, 0.702579, 0.931229, 2.04895], "spin": 1}||in|||662|recv
1156|4.0|0.0|n_12_9|0|1156|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 536962648, "times": [2.07927, 3.31618, 2.17439, 1.69904, 1.74988], "spin": -1}||in|||1152|recv
928|2.0|0.0|n_13_9|0|928|[]|{"spins": [1, 1, 1, -1, -1], "rng": 488240631, "times": [2.17439, 1.13176, 0.837172, 3.10925, 2.07927], "spin": 1}||in|||927|recv
1063|3.0|0.0|n_1_14|0|1063|[]|{"spins": [1, 1, 1, 1, -1], "rng": 443992642, "times": [2.26939, 1.73297, 2.92308, 2.65597, 1.6046], "spin": 1}||in|||1062|recv
1180|4.0|0.0|n_7_14|0|1180|[]|{"lastFlipTime": 0.225097, "spins": [-1, -1, -1, -1, -1], "rng": 1309270844, "times": [1.41307, 0.657243, 0.868348, 0.568542, 2.10339], "spin": -1}||in|||1177|recv
229|0.0|0.0|n_3_5|1|229|[]|{"spins": [1, 1, -1, -1, 1], "rng": 3958966589, "times": [0.0814609, 1.7472, 1.82163, 2.82, 0.305191], "spin": 1, "rts": 1}||||||init
258|0.0|0.0|n_15_7|0|258|[]|{"spins": [-1, -1, 1, -1, 1], "rng": 2221244057, "times": [0.659376, 0.448466, 0.883045, 0.312181, 1.21552], "spin": -1}||in|||257|recv
82|0.0|0.0|n_11_5|0|82|[]|{"spins": [1, -1, 1, -1, -1], "rng": 1859752319, "times": [0.837001, 0.0974943, 0.843107, 1.27945, 0.0155259], "spin": 1}||||||init
245|0.0|0.0|n_7_10|0|245|[]|{"spins": [1, 1, -1, -1, 1], "rng": 809579143, "times": [1.66868, 0.0295813, 1.73214, 2.12436, 0.024363], "spin": 1}||||||init
51|0.0|0.0|n_3_2|1|51|[]|{"spins": [-1, 1, 1, -1, 1], "rng": 3772017715, "times": [0.129834, 1.36412, 0.296708, 0.505912, 1.52758], "spin": -1, "rts": 1}||||||init
277|0.0|0.0|n_8_4|0|277|[]|{"lastFlipTime": 0.129253, "spins": [1, 1, -1, -1, 1], "rng": 1145675447, "times": [1.4507, 0.44181, 0.528694, 0.55957, 0.34656], "spin": 1}|{"spin": 1, "time": 1.4507}|out|True|1||send
924|2.0|0.0|n_6_9|0|924|[]|{"spins": [-1, 1, 1, -1, 1], "rng": 1901666979, "times": [0.814713, 1.23162, 0.851874, 0.216256, 1.37301], "spin": -1}||in|||922|recv
176|0.0|0.0|n_1_7|0|176|[]|{"spins": [1, 1, -1, 1, 1], "rng": 2847700443, "times": [0.410932, 0.120377, 0.35172, 0.966749, 0.883045], "spin": 1}||||||init
509|0.0|0.0|n_7_6|0|509|[]|{"spins": [1, 1, 1, 1, 1], "rng": 2127324967, "times": [0.702579, 0.365051, 2.753, 0.343659, 1.09502], "spin": 1}||in|||507|recv
191|0.0|0.0|n_11_3|1|191|[]|{"spins": [1, 1, -1, -1, -1], "rng": 3916601701, "times": [0.0922196, 0.638503, 0.72986, 0.0974943, 4.39314], "spin": 1, "rts": 1}||||||init
1144|4.0|0.0|n_14_11|0|1144|[]|{"spins": [1, 1, -1, 1, -1], "rng": 70219510, "times": [4.11357, 2.39363, 1.90366, 1.67608, 2.07202], "spin": 1}||in|||1142|recv
224|0.0|0.0|n_15_13|1|224|[]|{"spins": [-1, -1, -1, -1, 1], "rng": 3701491627, "times": [0.148708, 1.40888, 0.641938, 0.329191, 2.31285], "spin": -1, "rts": 1}||||||init
869|2.0|0.0|n_14_14|0|869|[]|{"spins": [-1, 1, -1, -1, -1], "rng": 957762319, "times": [1.5006, 2.31285, 0.344294, 1.47316, 0.797783], "spin": -1}||in|||867|recv
1002|3.0|0.0|n_2_12|0|1002|[]|{"lastFlipTime": 1.18244, "spins": [-1, 1, 1, 1, 1], "rng": 3666884359, "times": [1.34054, 1.99779, 1.29462, 1.90391, 1.52188], "spin": -1}|{"spin": 4294967295, "time": 1.34054}|out|True|1||send
1197|4.0|0.0|n_3_8|0|1197|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 2014484587, "times": [1.28811, 0.860635, 0.662919, 1.10507, 1.21399], "spin": -1}|{"spin": 4294967295, "time": 1.28811}|out|True|1||send
450|0.0|0.0|n_12_12|0|450|[]|{"spins": [1, 1, -1, 1, -1], "rng": 2227128657, "times": [0.656731, 0.304859, 1.53597, 1.02519, 1.34255], "spin": 1}||in|||447|recv
248|0.0|0.0|n_8_15|0|248|[]|{"spins": [1, 1, 1, 1, 1], "rng": 546883347, "times": [2.06096, 0.0677639, 0.628775, 1.81114, 0.0247234], "spin": 1}||||||init
34|0.0|0.0|n_13_2|0|34|[]|{"spins": [1, -1, -1, -1, 1], "rng": 2269420897, "times": [0.637919, 0.727184, 1.83076, 0.409571, 2.50841], "spin": 1}||||||init
58|0.0|0.0|n_12_2|0|58|[]|{"spins": [1, 1, 1, -1, 1], "rng": 349598638, "times": [2.50841, 0.39912, 0.637919, 0.72986, 0.638503], "spin": 1}||||||init
303|0.0|0.0|n_2_2|0|303|[]|{"spins": [1, 1, 1, 1, -1], "rng": 932265108, "times": [1.52758, 0.62305, 1.36306, 0.220972, 0.740431], "spin": 1}||in|||302|recv
841|2.0|0.0|n_7_4|0|841|[]|{"spins": [1, 1, 1, -1, -1], "rng": 411169514, "times": [2.69275, 0.653618, 1.4507, 1.99255, 1.60511], "spin": 1}||in|||837|recv
200|0.0|0.0|n_0_8|0|200|[]|{"spins": [-1, 1, 1, 1, 1], "rng": 3271202143, "times": [0.272286, 0.883045, 0.966749, 1.14516, 0.0238769], "spin": -1}||||||init
892|2.0|0.0|n_2_9|0|892|[]|{"lastFlipTime": 0.710006, "spins": [1, -1, 1, 1, -1], "rng": 1313107198, "times": [1.89505, 1.21399, 1.10507, 2.40271, 2.5654], "spin": 1}|{"spin": 1, "time": 1.89505}|out|True|1||send
1239|4.0|0.0|n_1_5|0|1239|[]|{"lastFlipTime": 0.306229, "spins": [1, 1, 1, 1, -1], "rng": 1818560782, "times": [1.16563, 1.21104, 0.933034, 0.68527, 1.08052], "spin": 1}||in|||1237|recv
722|1.0|0.0|n_11_4|1|722|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 3887463477, "times": [0.197181, 1.68257, 2.28077, 0.837001, 0.835426], "spin": -1, "rts": 1}|{"spin": 4294967295, "time": 0.197181}|out|True|1||send
349|0.0|0.0|n_13_13|1|349|[]|{"spins": [-1, -1, 1, -1, 1], "rng": 3484143082, "times": [0.209222, 1.53597, 2.31285, 0.797783, 1.02519], "spin": -1, "rts": 1}||in|||347|recv
974|3.0|0.0|n_7_14|0|974|[]|{"lastFlipTime": 0.225097, "spins": [-1, -1, -1, -1, -1], "rng": 1309270844, "times": [1.41307, 0.336384, 0.868348, 0.568542, 2.10339], "spin": -1}||in|||972|recv
602|1.0|0.0|n_7_4|0|602|[]|{"spins": [1, 1, 1, 1, -1], "rng": 411169514, "times": [2.69275, 0.653618, 1.4507, 0.365051, 1.60511], "spin": 1}|{"spin": 1, "time": 2.69275}|out|True|1||send
1198|4.0|0.0|n_3_7|0|1198|[]|{"spins": [-1, -1, -1, -1, -1], "rng": 2846856796, "times": [0.860635, 2.82, 1.81818, 1.28811, 0.47047], "spin": -1}||in|||1197|recv
196|0.0|0.0|n_0_5|0|196|[]|{"spins": [-1, 1, -1, 1, -1], "rng": 1457795979, "times": [1.08052, 1.65688, 0.306229, 0.412369, 0.642356], "spin": -1}||||||init
550|1.0|0.0|n_0_0|0|550|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 1196435762, "times": [1.2781, 2.09837, 0.91126, 0.269329, 1.11849], "spin": -1}||in|||547|recv
433|0.0|0.0|n_6_15|0|433|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 1714463041, "times": [0.918344, 2.10339, 0.113208, 1.42217, 2.37178], "spin": -1}||in|||432|recv
994|3.0|0.0|n_8_4|0|994|[]|{"lastFlipTime": 0.129253, "spins": [1, 1, -1, 1, 1], "rng": 1145675447, "times": [1.4507, 0.779887, 0.840067, 4.04255, 2.69275], "spin": 1}||in|||992|recv
288|0.0|0.0|n_15_10|0|288|[]|{"spins": [-1, -1, -1, -1, -1], "rng": 161832261, "times": [3.27864, 1.22222, 2.4436, 1.90366, 0.65272], "spin": -1}||in|||287|recv
637|1.0|0.0|n_3_3|0|637|[]|{"lastFlipTime": 0.505912, "spins": [1, 1, 1, 1, 1], "rng": 1374713201, "times": [1.64511, 1.36306, 0.715127, 1.7472, 3.71758], "spin": 1}|{"spin": 1, "time": 1.64511}|out|True|1||send
701|1.0|0.0|n_6_14|0|701|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 524168621, "times": [2.10339, 0.262092, 0.225097, 0.918344, 1.18732], "spin": -1}||in|||697|recv
1070|3.0|0.0|n_9_14|0|1070|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 1569375528, "times": [1.00677, 1.93417, 6.57664, 1.02367, 0.868348], "spin": -1}||in|||1067|recv
967|3.0|0.0|n_7_0|0|967|[]|{"spins": [1, -1, 1, 1, 1], "rng": 2022357751, "times": [1.1885, 0.568542, 1.81114, 0.969349, 1.42217], "spin": 1}|{"spin": 1, "time": 1.1885}|out|True|1||send
180|0.0|0.0|n_5_3|0|180|[]|{"spins": [-1, 1, -1, -1, -1], "rng": 2151706351, "times": [0.691183, 2.35909, 0.602701, 2.91204, 0.0721432], "spin": -1}||||||init
859|2.0|0.0|n_10_11|0|859|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 1043255951, "times": [1.4151, 0.839262, 2.45935, 2.07434, 1.30555], "spin": -1}||in|||857|recv
1182|4.0|0.0|n_9_11|0|1182|[]|{"lastFlipTime": 1.20332, "spins": [-1, -1, -1, 1, 1], "rng": 3175519423, "times": [1.60753, 1.51876, 1.4151, 1.36807, 2.29948], "spin": -1}|{"spin": 4294967295, "time": 1.60753}|out|True|1||send
374|0.0|0.0|n_7_14|0|374|[]|{"spins": [1, -1, -1, -1, -1], "rng": 3429266938, "times": [0.225097, 0.336384, 0.832398, 0.113208, 2.10339], "spin": 1}||in|||372|recv
474|0.0|0.0|n_5_6|0|474|[]|{"spins": [-1, 1, 1, -1, -1], "rng": 2879934614, "times": [0.399676, 2.83911, 0.228375, 0.988281, 0.561234], "spin": -1}||in|||472|recv
898|2.0|0.0|n_12_14|0|898|[]|{"spins": [1, 1, 1, 1, -1], "rng": 1209076046, "times": [1.26759, 1.02519, 1.13746, 2.07215, 3.72617], "spin": 1}||in|||897|recv
227|0.0|0.0|n_10_11|0|227|[]|{"spins": [-1, -1, 1, -1, 1], "rng": 1043255951, "times": [1.4151, 0.839262, 2.45935, 2.07434, 1.02693], "spin": -1}||||||init
65|0.0|0.0|n_10_9|0|65|[]|{"spins": [-1, -1, -1, -1, 1], "rng": 2105671696, "times": [0.712809, 1.05782, 0.265279, 0.839262, 0.298987], "spin": -1}||||||init
494|0.0|0.0|n_3_6|0|494|[]|{"spins": [-1, -1, -1, -1, 1], "rng": 256004462, "times": [2.82, 2.96083, 0.561234, 0.449407, 0.924206], "spin": -1}||in|||492|recv
16|0.0|0.0|n_3_9|1|16|[]|{"spins": [1, -1, -1, 1, 1], "rng": 3984254429, "times": [0.0750937, 0.531032, 0.668679, 0.807902, 0.412985], "spin": 1, "rts": 1}||||||init
1160|4.0|0.0|n_6_1|0|1160|[]|{"spins": [1, 1, 1, 1, -1], "rng": 229939838, "times": [2.92738, 1.42217, 1.32571, 1.59683, 3.22032], "spin": 1}||in|||1157|recv
323|0.0|0.0|n_1_1|0|323|[]|{"spins": [-1, 1, 1, -1, -1], "rng": 932602633, "times": [1.52722, 0.91126, 0.62305, 0.740431, 0.269329], "spin": -1}||in|||322|recv
319|0.0|0.0|n_5_4|0|319|[]|{"spins": [-1, -1, -1, 1, 1], "rng": 233494153, "times": [2.91204, 0.691183, 1.60511, 2.83911, 2.8533], "spin": -1}||in|||317|recv
653|1.0|0.0|n_9_14|0|653|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 1569375528, "times": [1.00677, 1.93417, 6.57664, 0.628775, 0.832398], "spin": -1}||in|||652|recv
235|0.0|0.0|n_13_3|1|235|[]|{"spins": [-1, 1, 1, 1, -1], "rng": 2851580045, "times": [0.409571, 0.637919, 1.29622, 0.444392, 0.72986], "spin": -1, "rts": 1}||||||init
992|3.0|0.0|n_8_5|0|992|[]|{"lastFlipTime": 0.55957, "spins": [1, 1, 1, 1, -1], "rng": 131923659, "times": [4.04255, 1.4507, 0.862486, 2.753, 1.99255], "spin": 1}|{"spin": 1, "time": 4.04255}|out|True|1||send
331|0.0|0.0|n_14_1|0|331|[]|{"spins": [1, -1, -1, -1, -1], "rng": 213085756, "times": [3.0035, 0.571122, 1.73188, 1.83076, 0.727184], "spin": 1}||in|||327|recv
535|1.0|0.0|n_7_7|1|535|[]|{"spins": [1, 1, 1, 1, 1], "rng": 3045865139, "times": [0.343659, 0.702579, 0.772179, 0.709049, 0.931229], "spin": 1, "rts": 1}||in|||532|recv
472|0.0|0.0|n_4_6|0|472|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 2964297843, "times": [0.561234, 1.82163, 0.399676, 0.290857, 2.82], "spin": -1}|{"spin": 4294967295, "time": 0.561234}|out|True|1||send
687|1.0|0.0|n_15_13|0|687|[]|{"spins": [-1, -1, -1, -1, 1], "rng": 2437475605, "times": [0.715189, 1.40888, 0.641938, 0.329191, 2.31285], "spin": -1}|{"spin": 4294967295, "time": 0.715189}|out|True|1||send
603|1.0|0.0|n_7_5|1|603|[]|{"spins": [1, 1, -1, 1, 1], "rng": 2981399972, "times": [0.365051, 2.69275, 0.55957, 0.702579, 4.20325], "spin": 1, "rts": 1}||in|||602|recv
75|0.0|0.0|n_0_15|0|75|[]|{"spins": [1, 1, -1, -1, 1], "rng": 2204461817, "times": [0.666961, 0.020688, 0.973556, 1.2781, 2.20646], "spin": 1}||||||init
1038|3.0|0.0|n_13_10|0|1038|[]|{"spins": [-1, 1, 1, 1, -1], "rng": 308875846, "times": [3.10925, 2.17439, 2.39363, 1.30978, 0.52094], "spin": -1}||in|||1037|recv
1028|3.0|0.0|n_4_0|0|1028|[]|{"spins": [1, 1, 1, 1, 1], "rng": 980621067, "times": [1.47701, 1.81767, 0.982637, 2.08208, 1.37194], "spin": 1}||in|||1027|recv
1217|4.0|0.0|n_6_10|0|1217|[]|{"lastFlipTime": 0.024363, "spins": [-1, -1, 1, -1, -1], "rng": 36892828, "times": [4.97344, 0.814713, 1.66868, 0.993825, 0.681632], "spin": -1}|{"spin": 4294967295, "time": 4.97344}|out|True|1||send
631|1.0|0.0|n_9_3|0|631|[]|{"spins": [1, 1, -1, -1, 1], "rng": 1395495636, "times": [1.12419, 0.486164, 4.39314, 0.840067, 0.44181], "spin": 1}||in|||627|recv
54|0.0|0.0|n_13_10|0|54|[]|{"spins": [-1, 1, -1, 1, -1], "rng": 2665666804, "times": [0.47699, 2.17439, 0.65272, 1.30978, 0.140808], "spin": -1}||||||init
121|0.0|0.0|n_3_7|0|121|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 2740216858, "times": [0.449407, 2.82, 0.290857, 0.531032, 0.35172], "spin": -1}||||||init
1184|4.0|0.0|n_10_11|0|1184|[]|{"spins": [-1, -1, 1, -1, -1], "rng": 1043255951, "times": [1.4151, 0.839262, 2.45935, 2.07434, 1.60753], "spin": -1}||in|||1182|recv
698|1.0|0.0|n_4_14|0|698|[]|{"spins": [1, -1, -1, 1, -1], "rng": 25346796, "times": [5.13255, 2.0757, 1.18732, 1.81767, 1.96903], "spin": 1}||in|||697|recv
1082|3.0|0.0|n_5_8|0|1082|[]|{"lastFlipTime": 0.137052, "spins": [-1, -1, 1, 1, -1], "rng": 2534346285, "times": [1.18787, 0.988281, 1.23162, 1.37301, 0.662919], "spin": -1}|{"spin": 4294967295, "time": 1.18787}|out|True|1||send
438|0.0|0.0|n_5_2|0|438|[]|{"spins": [1, 1, 1, -1, 1], "rng": 405900635, "times": [2.35909, 0.341438, 1.59683, 0.691183, 0.296708], "spin": 1}||in|||437|recv
749|1.0|0.0|n_13_1|1|749|[]|{"spins": [-1, -1, 1, 1, -1], "rng": 2075619402, "times": [0.727184, 1.34615, 3.0035, 1.61473, 1.26408], "spin": -1, "rts": 1}||in|||747|recv
1241|4.0|0.0|n_2_4|0|1241|[]|{"spins": [1, 1, 1, 1, 1], "rng": 1022991840, "times": [1.74929, 3.71758, 1.7472, 0.933034, 1.21104], "spin": 1}||in|||1237|recv
1106|3.0|0.0|n_9_3|0|1106|[]|{"spins": [1, 1, -1, -1, 1], "rng": 1395495636, "times": [1.12419, 0.511966, 4.39314, 0.840067, 2.32323], "spin": 1}||in|||1102|recv
321|0.0|0.0|n_6_5|0|321|[]|{"spins": [1, -1, 1, 1, 1], "rng": 64196419, "times": [4.20325, 1.60511, 0.365051, 0.228375, 2.83911], "spin": 1}||in|||317|recv
1199|4.0|0.0|n_3_9|0|1199|[]|{"spins": [1, -1, -1, -1, 1], "rng": 1533367319, "times": [1.10507, 1.28811, 0.668679, 5.90149, 1.89505], "spin": 1}||in|||1197|recv
896|2.0|0.0|n_3_9|0|896|[]|{"spins": [1, -1, -1, 1, 1], "rng": 1533367319, "times": [1.10507, 0.531032, 0.668679, 0.807902, 1.89505], "spin": 1}||in|||892|recv
605|1.0|0.0|n_6_4|0|605|[]|{"lastFlipTime": 0.270671, "spins": [-1, 1, 1, 1, -1], "rng": 1130890977, "times": [1.60511, 0.854235, 2.69275, 4.20325, 2.91204], "spin": -1}||in|||602|recv
329|0.0|0.0|n_15_0|0|329|[]|{"spins": [-1, 1, -1, -1, -1], "rng": 1403475711, "times": [1.11849, 2.20646, 1.2781, 1.73188, 0.571122], "spin": -1}||in|||327|recv
618|1.0|0.0|n_8_0|0|618|[]|{"spins": [1, 1, 1, -1, 1], "rng": 702088760, "times": [1.81114, 2.06096, 1.60942, 1.5541, 0.435321], "spin": 1}||in|||617|recv
982|3.0|0.0|n_2_0|0|982|[]|{"spins": [-1, 1, 1, -1, -1], "rng": 175042029, "times": [4.45336, 1.27057, 1.37194, 1.46376, 1.62512], "spin": -1}|{"spin": 4294967295, "time": 4.45336}|out|True|1||send
220|0.0|0.0|n_7_7|0|220|[]|{"spins": [1, 1, 1, 1, 1], "rng": 3045865139, "times": [0.343659, 0.702579, 0.772179, 0.131546, 0.931229], "spin": 1}||||||init
551|1.0|0.0|n_1_15|0|551|[]|{"spins": [-1, 1, 1, 1, -1], "rng": 1622370486, "times": [0.973556, 2.26939, 1.27057, 0.91126, 2.09837], "spin": -1}||in|||547|recv
788|2.0|0.0|n_13_5|0|788|[]|{"spins": [1, -1, 1, 1, 1], "rng": 1519386711, "times": [1.03914, 0.736943, 0.8354, 0.819549, 0.843107], "spin": 1}||in|||787|recv
853|2.0|0.0|n_12_14|0|853|[]|{"spins": [1, 1, -1, 1, -1], "rng": 1209076046, "times": [1.26759, 1.02519, 0.797783, 2.07215, 3.72617], "spin": 1}||in|||852|recv
745|1.0|0.0|n_7_13|0|745|[]|{"spins": [-1, -1, -1, 1, -1], "rng": 3068104593, "times": [0.336384, 1.03813, 1.15172, 0.225097, 1.19177], "spin": -1}||in|||742|recv
1099|3.0|0.0|n_4_2|0|1099|[]|{"spins": [1, 1, 1, 1, 1], "rng": 1587202112, "times": [1.42846, 2.08208, 2.35909, 1.20649, 1.83288], "spin": 1}||in|||1097|recv
491|0.0|0.0|n_2_5|0|491|[]|{"spins": [1, 1, 1, 1, -1], "rng": 3165314954, "times": [0.305191, 0.314581, 0.0814609, 0.924206, 0.306229], "spin": 1}||in|||487|recv
1202|4.0|0.0|n_7_15|0|1202|[]|{"lastFlipTime": 0.568542, "spins": [1, -1, 1, 1, -1], "rng": 1340209188, "times": [1.73316, 1.41307, 2.06096, 1.1885, 0.918344], "spin": 1}|{"spin": 1, "time": 1.73316}|out|True|1||send
43|0.0|0.0|n_3_14|0|43|[]|{"spins": [-1, 1, 1, -1, 1], "rng": 599541971, "times": [1.96903, 0.218392, 5.13255, 1.30138, 2.92308], "spin": -1}||||||init
939|2.0|0.0|n_0_12|0|939|[]|{"lastFlipTime": 0.430593, "spins": [1, 1, 1, 1, -1], "rng": 457897510, "times": [2.66915, 0.9555, 1.52188, 1.26091, 1.40888], "spin": 1}||in|||937|recv
