id|type|properties|metadata
ising_spin_16_2|ising_spin|{'probabilities': [0.017986209962091555, 0.11920292202211755, 0.5, 0.8807970779778824, 0.9820137900379085, 0.9820137900379085, 0.8807970779778824, 0.5, 0.11920292202211755, 0.017986209962091555], 'width': 16, 'endTime': 100.0, 'height': 16}|None
