id|parent_id|state|properties|metadata
cell|ising_spin|{"spin": 0, "rts": 0, "times": [0, 0, 0, 0, 0], "lastFlipTime": 0, "spins": [0, 0, 0, 0, 0], "rng": 0}|{"y": 0, "x": 0}|None
